No,Date,O1,O2,O3,O4,O5,O6,R1,R2,R3,R4,R5,R6,B1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
12122,2012/10/16,19,29,12,22,28,13,12,13,19,22,28,29,11,123,20.5,33,3,3,0,1,1,4,2,2,4,4,2,2,17,6,0,0,2
12121,2012/10/14,1,20,7,24,8,23,1,7,8,20,23,24,11,83,13.83,23,3,3,0,1,1,3,3,0,6,8,2,2,23,12,1,3,1
12120,2012/10/11,1,4,20,24,28,29,1,4,20,24,28,29,16,106,17.67,26,2,4,-2,0,3,4,2,2,5,9,1,1,28,16,0,2,3
12119,2012/10/9,12,20,27,25,26,28,12,20,25,26,27,28,13,138,23,28,2,4,-2,0,1,5,1,4,6,6,3,1,16,8,1,2,1
12118,2012/10/7,6,12,5,15,7,28,5,6,7,12,15,28,11,73,12.17,33,3,3,0,0,0,1,5,-4,5,9,2,1,23,13,1,2,1
12117,2012/10/4,24,15,18,20,28,13,13,15,18,20,24,28,9,118,19.67,28,2,4,-2,1,3,4,2,2,5,7,0,0,15,4,0,0,2
12116,2012/10/2,31,29,32,21,3,26,3,21,26,29,31,32,3,142,23.67,22,4,2,2,2,0,5,1,4,5,8,1,1,29,18,2,3,2
12115,2012/9/30,3,32,24,20,26,8,3,8,20,24,26,32,14,113,18.83,23,1,5,-4,0,4,4,2,2,6,8,0,0,29,12,0,1,1
12114,2012/9/27,29,6,11,26,27,1,1,6,11,26,27,29,15,100,16.67,30,4,2,2,1,0,3,3,0,4,9,1,1,28,15,1,1,0
12113,2012/9/25,6,9,18,3,32,13,3,6,9,13,18,32,6,81,13.5,31,3,3,0,1,1,2,4,-2,5,9,0,0,29,14,0,0,2
12112,2012/9/23,15,31,20,21,27,8,8,15,20,21,27,31,6,122,20.33,22,4,2,2,2,0,4,2,2,5,7,1,1,23,7,1,2,2
12111,2012/9/20,10,31,9,20,22,2,2,9,10,20,22,31,13,94,15.67,14,2,4,-2,0,2,3,3,0,4,9,1,1,29,10,2,2,3
12110,2012/9/18,7,3,13,10,32,22,3,7,10,13,22,32,9,87,14.5,17,3,3,0,1,1,2,4,-2,4,7,0,0,29,10,0,0,3
12109,2012/9/16,29,12,31,2,26,24,2,12,24,26,29,31,3,124,20.67,24,2,4,-2,1,3,4,2,2,5,8,0,0,29,12,0,1,3
12108,2012/9/13,13,12,19,1,9,28,1,9,12,13,19,28,13,82,13.67,32,4,2,2,2,0,2,4,-2,5,10,1,1,27,9,0,1,2
12107,2012/9/11,31,15,11,25,24,12,11,12,15,24,25,31,9,118,19.67,18,4,2,2,1,0,3,3,0,4,8,2,2,20,9,0,0,4
12106,2012/9/9,32,13,22,20,14,23,13,14,20,22,23,32,16,124,20.67,14,2,4,-2,0,2,4,2,2,4,6,2,2,19,9,0,2,2
12105,2012/9/6,17,6,13,15,14,30,6,13,14,15,17,30,4,95,15.83,25,3,3,0,1,0,2,4,-2,6,8,2,1,24,13,0,0,1
12104,2012/9/4,28,19,9,5,4,10,4,5,9,10,19,28,3,75,12.5,35,3,3,0,1,0,2,4,-2,5,7,2,2,24,9,1,2,2
12103,2012/9/2,9,4,14,11,33,32,4,9,11,14,32,33,2,103,17.17,23,3,3,0,1,1,2,4,-2,5,9,1,1,29,18,0,0,1
12102,2012/8/30,13,25,30,27,29,28,13,25,27,28,29,30,15,152,25.33,32,4,2,2,2,0,5,1,4,6,5,3,1,17,12,0,0,1
12101,2012/8/28,33,12,9,17,18,20,9,12,17,18,20,33,2,109,18.17,29,3,3,0,0,1,4,2,2,6,8,1,1,24,13,2,2,1
12100,2012/8/26,33,15,5,7,25,18,5,7,15,18,25,33,10,103,17.17,33,5,1,4,3,0,3,3,0,4,7,0,0,28,8,1,1,2
12099,2012/8/23,21,8,27,16,15,12,8,12,15,16,21,27,16,99,16.5,29,3,3,0,1,1,2,4,-2,6,8,1,1,19,6,1,1,1
12098,2012/8/21,12,31,19,26,29,2,2,12,19,26,29,31,9,119,19.83,29,3,3,0,1,1,4,2,2,4,7,0,0,29,10,0,1,1
12097,2012/8/19,14,13,8,22,19,5,5,8,13,14,19,22,6,81,13.5,31,3,3,0,0,0,2,4,-2,6,4,1,1,17,5,0,0,2
12096,2012/8/16,7,29,11,16,33,4,4,7,11,16,29,33,7,100,16.67,30,4,2,2,2,0,2,4,-2,6,8,0,0,29,13,1,1,2
12095,2012/8/14,24,29,17,27,28,30,17,24,27,28,29,30,2,155,25.83,35,3,3,0,0,0,6,0,6,5,6,3,1,13,7,0,0,2
12094,2012/8/12,14,9,33,23,16,6,6,9,14,16,23,33,15,101,16.83,31,3,3,0,1,1,2,4,-2,4,7,0,0,27,10,1,1,2
12093,2012/8/9,19,24,33,21,3,5,3,5,19,21,24,33,13,105,17.5,25,5,1,4,3,0,4,2,2,5,7,0,0,30,14,0,0,3
12092,2012/8/7,17,18,32,28,6,13,6,13,17,18,28,32,3,114,19,34,2,4,-2,1,2,4,2,2,5,7,1,1,26,10,0,0,2
12091,2012/8/5,7,5,21,19,8,1,1,5,7,8,19,21,16,61,10.17,31,5,1,4,3,0,2,4,-2,5,8,1,1,20,11,0,0,3
12090,2012/8/2,20,30,25,2,29,13,2,13,20,25,29,30,11,119,19.83,19,3,3,0,1,0,4,2,2,5,9,1,1,28,11,0,2,2
12089,2012/7/31,25,3,13,14,10,7,3,7,10,13,14,25,11,72,12,22,4,2,2,1,0,1,5,-4,5,6,1,1,22,11,1,1,1
12088,2012/7/29,23,3,24,27,5,31,3,5,23,24,27,31,15,113,18.83,23,5,1,4,3,0,4,2,2,5,9,1,1,28,18,1,1,1
12087,2012/7/26,13,14,11,10,3,22,3,10,11,13,14,22,9,73,12.17,13,3,3,0,1,1,1,5,-4,5,6,2,2,19,8,0,2,3
12086,2012/7/24,9,8,23,15,13,22,8,9,13,15,22,23,8,90,15,30,4,2,2,2,0,2,4,-2,5,7,2,2,15,7,0,0,1
12085,2012/7/22,24,17,30,5,33,31,5,17,24,30,31,33,5,140,23.33,20,4,2,2,2,1,5,1,4,6,9,1,1,28,12,0,0,1
12084,2012/7/19,2,28,26,20,29,10,2,10,20,26,28,29,14,115,19.17,25,1,5,-4,0,4,4,2,2,5,8,1,1,27,10,0,1,1
12083,2012/7/17,4,33,15,14,26,9,4,9,14,15,26,33,4,101,16.83,31,3,3,0,0,0,2,4,-2,5,8,1,1,29,11,0,1,0
12082,2012/7/15,22,11,4,29,18,2,2,4,11,18,22,29,6,86,14.33,26,2,4,-2,0,2,3,3,0,5,6,0,0,27,7,2,2,2
12081,2012/7/12,29,5,25,2,24,10,2,5,10,24,25,29,6,95,15.83,25,3,3,0,1,1,3,3,0,5,8,1,1,27,14,0,0,2
12080,2012/7/10,9,15,14,4,16,27,4,9,14,15,16,27,3,85,14.17,35,3,3,0,0,0,1,5,-4,5,6,2,1,23,11,0,0,0
12079,2012/7/8,33,24,6,12,30,7,6,7,12,24,30,33,12,112,18.67,22,2,4,-2,0,2,3,3,0,6,8,1,1,27,12,2,2,1
12078,2012/7/5,15,24,8,22,28,33,8,15,22,24,28,33,12,130,21.67,30,2,4,-2,0,2,4,2,2,5,8,0,0,25,7,0,1,0
12077,2012/7/3,26,28,2,18,13,4,2,4,13,18,26,28,12,91,15.17,31,1,5,-4,0,3,3,3,0,5,8,0,0,26,9,0,1,2
12076,2012/7/1,29,22,11,18,30,27,11,18,22,27,29,30,15,137,22.83,27,3,3,0,1,1,5,1,4,6,8,1,1,19,7,2,2,2
12075,2012/6/28,6,23,4,32,29,22,4,6,22,23,29,32,11,116,19.33,26,2,4,-2,1,2,4,2,2,5,10,1,1,28,16,1,1,1
12074,2012/6/26,32,16,28,19,18,15,15,16,18,19,28,32,8,128,21.33,38,2,4,-2,0,2,4,2,2,5,6,2,2,17,9,0,0,3
12073,2012/6/24,27,17,7,9,10,4,4,7,9,10,17,27,5,74,12.33,34,4,2,2,2,0,2,4,-2,4,8,1,1,23,10,0,2,2
12072,2012/6/21,2,3,13,30,7,9,2,3,7,9,13,30,6,64,10.67,24,4,2,2,3,0,1,5,-4,5,8,1,1,28,17,0,1,2
12071,2012/6/19,21,19,23,22,3,4,3,4,19,21,22,23,8,92,15.33,22,4,2,2,1,0,4,2,2,5,5,3,2,20,15,0,2,3
12070,2012/6/17,4,2,31,32,24,3,2,3,4,24,31,32,11,96,16,16,2,4,-2,0,1,3,3,0,4,6,3,2,30,20,0,0,0
12069,2012/6/14,20,11,18,10,29,8,8,10,11,18,20,29,6,96,16,26,2,4,-2,0,2,3,3,0,4,7,1,1,21,9,0,0,1
12068,2012/6/12,32,22,17,5,26,33,5,17,22,26,32,33,10,135,22.5,25,3,3,0,1,2,5,1,4,5,10,1,1,28,12,0,2,2
12067,2012/6/10,4,26,30,10,21,5,4,5,10,21,26,30,16,96,16,16,2,4,-2,0,1,3,3,0,5,8,1,1,26,11,0,1,2
12066,2012/6/7,1,26,29,2,9,33,1,2,9,26,29,33,12,100,16.67,30,4,2,2,1,0,3,3,0,5,8,1,1,32,17,0,0,2
12065,2012/6/5,19,8,27,10,18,31,8,10,18,19,27,31,14,113,18.83,33,3,3,0,2,2,4,2,2,5,8,1,1,23,8,1,1,1
12064,2012/6/3,23,10,16,24,11,5,5,10,11,16,23,24,11,89,14.83,19,3,3,0,0,0,2,4,-2,6,6,2,2,19,7,1,2,3
12063,2012/5/31,24,17,10,2,19,27,2,10,17,19,24,27,12,99,16.5,29,3,3,0,1,1,4,2,2,5,7,0,0,25,8,1,2,2
12062,2012/5/29,2,31,17,16,20,13,2,13,16,17,20,31,7,99,16.5,19,3,3,0,0,0,3,3,0,6,4,1,1,29,11,0,0,3
12061,2012/5/27,3,18,11,8,14,12,3,8,11,12,14,18,14,66,11,26,2,4,-2,0,2,1,5,-4,5,7,1,1,15,5,0,0,5
12060,2012/5/24,17,16,29,7,10,13,7,10,13,16,17,29,1,92,15.33,32,4,2,2,1,0,2,4,-2,5,7,1,1,22,12,0,1,0
12059,2012/5/22,21,13,26,4,22,31,4,13,21,22,26,31,1,117,19.5,17,3,3,0,1,1,4,2,2,5,6,1,1,27,9,0,1,3
12058,2012/5/20,20,26,25,3,6,15,3,6,15,20,25,26,4,95,15.83,25,3,3,0,0,0,3,3,0,4,9,1,1,23,9,1,1,3
12057,2012/5/17,21,31,27,3,5,19,3,5,19,21,27,31,4,106,17.67,26,6,0,6,5,0,4,2,2,5,8,0,0,28,14,1,1,3
12056,2012/5/15,4,14,26,31,17,7,4,7,14,17,26,31,10,99,16.5,29,3,3,0,0,0,3,3,0,4,8,0,0,27,9,1,1,2
12055,2012/5/13,6,24,28,4,13,20,4,6,13,20,24,28,1,95,15.83,25,1,5,-4,0,3,3,3,0,5,8,0,0,24,7,1,2,1
12054,2012/5/10,14,20,18,30,33,6,6,14,18,20,30,33,14,121,20.17,21,1,5,-4,0,4,4,2,2,5,9,0,0,27,10,1,1,1
12053,2012/5/8,33,25,4,22,27,15,4,15,22,25,27,33,4,126,21,26,4,2,2,2,0,4,2,2,5,8,0,0,29,11,0,0,2
12052,2012/5/6,3,5,20,6,24,2,2,3,5,6,20,24,4,60,10,20,2,4,-2,1,2,2,4,-2,6,6,2,2,22,14,1,1,1
12051,2012/5/3,2,14,17,12,30,31,2,12,14,17,30,31,9,106,17.67,16,2,4,-2,0,2,3,3,0,5,10,1,1,29,13,1,1,2
12050,2012/5/1,15,7,13,17,24,19,7,13,15,17,19,24,11,95,15.83,35,5,1,4,4,0,3,3,0,5,6,0,0,17,6,0,2,2
12049,2012/4/29,20,19,4,12,13,32,4,12,13,19,20,32,2,100,16.67,20,2,4,-2,1,2,3,3,0,5,7,2,2,28,12,0,0,2
12048,2012/4/26,30,5,1,14,24,22,1,5,14,22,24,30,10,96,16,16,2,4,-2,1,3,3,3,0,5,9,0,0,29,9,0,0,1
12047,2012/4/24,6,33,11,7,32,16,6,7,11,16,32,33,11,105,17.5,25,3,3,0,1,1,2,4,-2,5,7,2,2,27,16,1,1,2
12046,2012/4/22,20,33,19,4,12,23,4,12,19,20,23,33,6,111,18.5,21,3,3,0,1,1,4,2,2,5,9,1,1,29,10,0,1,3
12045,2012/4/19,21,20,27,8,30,11,8,11,20,21,27,30,9,117,19.5,17,3,3,0,1,0,4,2,2,4,6,1,1,22,9,0,0,3
12044,2012/4/17,9,6,25,10,14,22,6,9,10,14,22,25,3,86,14.33,26,2,4,-2,0,2,2,4,-2,6,6,1,1,19,8,1,1,3
12043,2012/4/15,2,11,33,26,9,21,2,9,11,21,26,33,3,102,17,22,4,2,2,2,0,3,3,0,5,7,0,0,31,10,1,1,0
12042,2012/4/12,5,6,19,24,28,11,5,6,11,19,24,28,16,93,15.5,33,3,3,0,1,1,3,3,0,6,8,1,1,23,8,1,2,1
12041,2012/4/10,20,24,8,32,11,15,8,11,15,20,24,32,2,110,18.33,20,2,4,-2,1,2,3,3,0,6,7,0,0,24,8,0,1,3
12040,2012/4/8,22,9,31,8,25,3,3,8,9,22,25,31,10,98,16.33,28,4,2,2,1,0,3,3,0,6,8,1,1,28,13,0,1,1
12039,2012/4/5,2,22,1,29,13,5,1,2,5,13,22,29,8,72,12,22,4,2,2,1,0,2,4,-2,5,10,1,1,28,9,0,0,0
12038,2012/4/3,15,19,11,9,33,10,9,10,11,15,19,33,16,97,16.17,27,5,1,4,3,0,2,4,-2,5,8,2,1,24,14,1,2,1
12037,2012/4/1,24,19,14,5,28,33,5,14,19,24,28,33,9,123,20.5,33,3,3,0,0,1,4,2,2,5,3,0,0,28,9,0,1,2
12036,2012/3/29,2,19,26,11,18,13,2,11,13,18,19,26,9,89,14.83,29,3,3,0,1,0,3,3,0,6,8,1,1,24,9,2,2,2
12035,2012/3/27,24,12,11,21,26,9,9,11,12,21,24,26,5,103,17.17,23,3,3,0,1,1,3,3,0,5,6,1,1,17,9,0,0,2
12034,2012/3/25,2,23,33,3,8,32,2,3,8,23,32,33,16,101,16.83,21,3,3,0,0,0,3,3,0,3,8,2,2,31,15,2,2,2
12033,2012/3/22,27,16,3,17,15,2,2,3,15,16,17,27,4,80,13.33,30,4,2,2,2,0,2,4,-2,5,5,3,2,25,12,0,2,3
12032,2012/3/20,2,24,10,22,17,1,1,2,10,17,22,24,4,76,12.67,16,2,4,-2,0,2,3,3,0,5,9,1,1,23,8,0,2,1
12031,2012/3/18,22,4,24,31,27,16,4,16,22,24,27,31,3,124,20.67,24,2,4,-2,1,3,4,2,2,5,10,0,0,27,12,1,1,2
12030,2012/3/15,18,21,31,10,9,17,9,10,17,18,21,31,8,106,17.67,26,4,2,2,1,0,4,2,2,5,8,2,2,22,10,0,0,0
12029,2012/3/13,7,25,26,15,4,28,4,7,15,25,26,28,3,105,17.5,35,3,3,0,2,1,3,3,0,5,7,1,1,24,10,0,2,0
12028,2012/3/11,30,15,10,28,21,20,10,15,20,21,28,30,11,124,20.67,14,2,4,-2,0,1,4,2,2,4,8,1,1,20,7,0,1,3
12027,2012/3/8,25,30,22,31,16,4,4,16,22,25,30,31,12,128,21.33,18,2,4,-2,0,2,4,2,2,6,8,1,1,27,12,0,1,3
12026,2012/3/6,3,25,15,9,24,7,3,7,9,15,24,25,16,83,13.83,33,5,1,4,3,0,2,4,-2,5,9,1,1,22,9,2,3,3
12025,2012/3/4,25,3,9,27,8,17,3,8,9,17,25,27,6,89,14.83,39,5,1,4,3,0,3,3,0,5,9,1,1,24,8,1,1,2
12024,2012/3/1,25,28,4,12,19,21,4,12,19,21,25,28,13,109,18.17,29,3,3,0,2,1,4,2,2,6,8,0,0,24,8,0,0,2
12023,2012/2/28,9,15,23,33,5,24,5,9,15,23,24,33,2,109,18.17,29,5,1,4,3,0,3,3,0,4,7,1,1,28,9,0,1,3
12022,2012/2/26,26,8,12,27,24,4,4,8,12,24,26,27,4,101,16.83,31,1,5,-4,0,4,3,3,0,5,9,1,1,23,12,0,0,0
12021,2012/2/23,1,18,30,22,15,16,1,15,16,18,22,30,3,102,17,22,2,4,-2,1,3,3,3,0,6,8,1,1,29,14,1,1,2
12020,2012/2/21,12,3,23,29,18,8,3,8,12,18,23,29,11,93,15.5,33,3,3,0,1,2,3,3,0,4,6,0,0,26,6,0,1,3
12019,2012/2/19,30,22,7,20,18,14,7,14,18,20,22,30,16,111,18.5,21,1,5,-4,0,4,4,2,2,5,7,0,0,23,8,0,1,1
12018,2012/2/16,22,26,5,32,6,3,3,5,6,22,26,32,15,94,15.67,24,2,4,-2,1,3,3,3,0,4,10,1,1,29,16,0,1,2
12017,2012/2/14,28,25,19,9,6,14,6,9,14,19,25,28,10,101,16.83,41,3,3,0,1,0,3,3,0,5,7,0,0,22,6,0,1,1
12016,2012/2/12,22,17,12,25,2,5,2,5,12,17,22,25,8,83,13.83,23,3,3,0,0,0,3,3,0,3,6,0,0,23,7,0,0,3
12015,2012/2/9,3,1,21,10,23,6,1,3,6,10,21,23,15,64,10.67,14,4,2,2,2,1,2,4,-2,4,8,0,0,22,11,1,1,3
12014,2012/2/7,1,5,28,30,2,16,1,2,5,16,28,30,12,82,13.67,22,2,4,-2,0,2,2,4,-2,6,9,1,1,29,12,0,1,3
12013,2012/2/5,24,6,30,8,32,29,6,8,24,29,30,32,13,129,21.5,29,1,5,-4,0,3,4,2,2,6,8,1,1,26,16,0,0,1
12012,2012/2/2,15,17,27,18,23,20,15,17,18,20,23,27,1,120,20,30,4,2,2,2,1,5,1,4,5,6,1,1,12,4,0,2,3
12011,2012/1/31,14,15,20,26,16,4,4,14,15,16,20,26,5,95,15.83,25,1,5,-4,0,3,2,4,-2,4,5,2,1,22,10,1,1,4
12010,2012/1/29,13,3,25,19,1,26,1,3,13,19,25,26,10,87,14.5,27,5,1,4,4,0,3,3,0,5,8,1,1,25,10,0,1,3
12009,2012/1/19,27,24,16,4,33,26,4,16,24,26,27,33,11,130,21.67,30,2,4,-2,1,3,4,2,2,4,10,1,1,29,12,0,1,1
12008,2012/1/17,29,20,1,12,23,24,1,12,20,23,24,29,8,109,18.17,19,3,3,0,0,1,4,2,2,6,9,1,1,28,11,0,0,2
12007,2012/1/15,19,32,28,17,10,27,10,17,19,27,28,32,4,133,22.17,33,3,3,0,2,1,5,1,4,5,9,1,1,22,8,0,1,2
12006,2012/1/12,22,25,2,29,32,33,2,22,25,29,32,33,8,143,23.83,23,3,3,0,1,1,5,1,4,4,7,1,1,31,20,1,1,1
12005,2012/1/10,7,31,27,33,18,9,7,9,18,27,31,33,6,125,20.83,35,5,1,4,3,0,4,2,2,5,7,0,0,26,9,0,0,1
12004,2012/1/8,1,11,23,10,5,21,1,5,10,11,21,23,16,71,11.83,11,5,1,4,3,0,2,4,-2,4,9,1,1,22,10,0,0,2
12003,2012/1/5,24,8,6,31,3,29,3,6,8,24,29,31,9,101,16.83,31,3,3,0,1,2,3,3,0,6,6,0,0,28,16,0,1,4
12002,2012/1/3,32,3,7,2,10,9,2,3,7,9,10,32,13,63,10.5,23,3,3,0,2,1,1,5,-4,5,8,2,2,30,22,1,1,3
12001,2012/1/1,4,5,15,1,9,17,1,4,5,9,15,17,6,51,8.5,31,5,1,4,3,0,1,5,-4,5,8,1,1,16,6,0,2,2
11153,2011/12/29,10,25,5,9,8,20,5,8,9,10,20,25,13,77,12.83,27,3,3,0,0,1,2,4,-2,4,7,2,1,20,10,0,1,5
11152,2011/12/27,12,4,26,11,21,10,4,10,11,12,21,26,13,84,14,14,2,4,-2,0,1,2,4,-2,5,9,2,1,22,9,0,1,2
11151,2011/12/25,31,7,11,16,33,19,7,11,16,19,31,33,10,117,19.5,27,5,1,4,3,0,3,3,0,5,9,0,0,26,12,0,0,3
11150,2011/12/22,8,10,27,22,12,15,8,10,12,15,22,27,13,94,15.67,24,2,4,-2,0,2,2,4,-2,5,6,0,0,19,7,0,0,2
11149,2011/12/20,5,31,6,23,4,7,4,5,6,7,23,31,16,76,12.67,26,4,2,2,2,0,2,4,-2,6,7,3,1,27,16,0,2,3
11148,2011/12/18,26,23,22,25,5,14,5,14,22,23,25,26,14,115,19.17,25,3,3,0,1,1,4,2,2,5,7,2,2,21,9,0,0,1
11147,2011/12/15,8,18,30,4,12,17,4,8,12,17,18,30,10,89,14.83,29,1,5,-4,0,3,3,3,0,5,8,1,1,26,12,0,0,1
11146,2011/12/13,23,33,26,11,28,32,11,23,26,28,32,33,10,153,25.5,23,3,3,0,1,2,5,1,4,5,9,1,1,22,12,0,1,0
11145,2011/12/11,4,2,14,15,30,26,2,4,14,15,26,30,4,91,15.17,21,1,5,-4,0,3,2,4,-2,5,8,1,1,28,11,0,1,2
11144,2011/12/8,1,2,16,10,9,24,1,2,9,10,16,24,3,62,10.33,22,2,4,-2,0,2,1,5,-4,6,4,2,2,23,8,0,0,2
11143,2011/12/6,8,7,14,12,15,30,7,8,12,14,15,30,16,86,14.33,26,2,4,-2,0,2,1,5,-4,6,8,2,2,23,15,0,2,3
11142,2011/12/4,31,16,29,15,12,26,12,15,16,26,29,31,2,129,21.5,29,3,3,0,1,1,3,3,0,5,8,1,1,19,10,0,1,0
11141,2011/12/1,2,29,19,6,4,24,2,4,6,19,24,29,11,84,14,34,2,4,-2,0,2,3,3,0,4,8,0,0,27,13,1,2,1
11140,2011/11/29,4,18,27,29,20,22,4,18,20,22,27,29,6,120,20,30,2,4,-2,1,3,5,1,4,6,6,0,0,25,14,0,2,1
11139,2011/11/27,27,8,30,24,20,31,8,20,24,27,30,31,3,140,23.33,20,2,4,-2,0,2,5,1,4,5,7,1,1,23,12,0,1,2
11138,2011/11/24,28,15,32,1,5,24,1,5,15,24,28,32,7,105,17.5,25,3,3,0,2,2,3,3,0,5,6,0,0,31,10,0,0,3
11137,2011/11/22,30,11,18,2,33,23,2,11,18,23,30,33,13,117,19.5,17,3,3,0,0,0,4,2,2,5,8,0,0,31,9,1,1,2
11136,2011/11/20,6,2,31,22,20,4,2,4,6,20,22,31,7,85,14.17,15,1,5,-4,0,4,3,3,0,5,6,0,0,29,14,1,1,0
11135,2011/11/17,17,20,25,12,26,13,12,13,17,20,25,26,12,113,18.83,23,3,3,0,1,0,4,2,2,6,6,2,2,14,5,0,0,0
11134,2011/11/15,7,6,30,31,2,1,1,2,6,7,30,31,10,77,12.83,17,3,3,0,0,1,2,4,-2,5,5,3,3,30,23,1,1,1
11133,2011/11/13,14,21,20,25,31,12,12,14,20,21,25,31,16,123,20.5,13,3,3,0,2,2,4,2,2,5,8,1,1,19,6,1,2,2
11132,2011/11/10,25,5,12,13,2,33,2,5,12,13,25,33,7,90,15,20,4,2,2,2,0,2,4,-2,3,8,1,1,31,12,1,2,0
11131,2011/11/8,17,21,2,7,9,25,2,7,9,17,21,25,1,81,13.5,31,5,1,4,4,0,3,3,0,5,8,0,0,23,8,0,2,1
11130,2011/11/6,32,18,23,14,25,7,7,14,18,23,25,32,15,119,19.83,29,3,3,0,1,1,4,2,2,6,5,0,0,25,7,1,2,1
11129,2011/11/3,23,26,10,21,11,7,7,10,11,21,23,26,6,98,16.33,18,4,2,2,2,0,3,3,0,5,8,1,1,19,10,0,2,1
11128,2011/11/1,19,23,14,9,11,17,9,11,14,17,19,23,12,93,15.5,33,5,1,4,3,0,3,3,0,5,5,0,0,14,4,0,2,2
11127,2011/10/30,23,22,16,19,29,27,16,19,22,23,27,29,11,136,22.67,36,4,2,2,2,0,5,1,4,5,6,1,1,13,4,0,1,3
11126,2011/10/27,26,13,18,7,3,23,3,7,13,18,23,26,16,90,15,30,4,2,2,2,0,3,3,0,4,8,0,0,23,6,1,1,2
11125,2011/10/25,15,32,24,27,3,10,3,10,15,24,27,32,8,111,18.5,21,3,3,0,0,0,3,3,0,6,7,0,0,29,9,1,1,3
11124,2011/10/23,19,9,31,26,18,32,9,18,19,26,31,32,16,135,22.5,35,3,3,0,0,0,5,1,4,5,8,2,2,23,9,0,1,1
11123,2011/10/20,19,14,4,28,5,1,1,4,5,14,19,28,16,71,11.83,31,3,3,0,0,0,2,4,-2,5,8,1,1,27,9,0,0,2
11122,2011/10/18,27,31,12,18,26,10,10,12,18,26,27,31,3,124,20.67,24,2,4,-2,1,3,4,2,2,6,9,1,1,21,8,0,0,2
11121,2011/10/16,14,4,22,33,32,25,4,14,22,25,32,33,2,130,21.67,20,2,4,-2,0,2,4,2,2,4,6,1,1,29,10,3,3,1
11120,2011/10/13,30,28,17,14,33,4,4,14,17,28,30,33,7,126,21,26,2,4,-2,0,2,4,2,2,5,7,0,0,29,11,0,2,1
11119,2011/10/11,12,9,32,14,19,28,9,12,14,19,28,32,1,114,19,34,2,4,-2,0,2,3,3,0,4,9,0,0,23,9,0,1,2
11118,2011/10/9,6,14,11,21,5,20,5,6,11,14,20,21,10,77,12.83,17,3,3,0,0,1,2,4,-2,5,6,2,2,16,6,0,0,2
11117,2011/10/6,8,19,26,10,30,28,8,10,19,26,28,30,4,121,20.17,31,1,5,-4,0,3,4,2,2,4,4,0,0,22,9,0,0,4
11116,2011/10/4,27,12,1,7,17,11,1,7,11,12,17,27,5,75,12.5,25,5,1,4,3,0,2,4,-2,3,5,1,1,26,10,2,3,2
11115,2011/10/2,17,33,9,7,12,8,7,8,9,12,17,33,16,86,14.33,36,4,2,2,1,0,2,4,-2,5,8,2,1,26,16,0,0,2
11114,2011/9/29,14,16,15,30,32,1,1,14,15,16,30,32,9,108,18,18,2,4,-2,0,2,2,4,-2,6,5,2,1,31,14,0,1,1
11113,2011/9/27,33,25,6,11,32,10,6,10,11,25,32,33,5,117,19.5,17,3,3,0,1,1,3,3,0,6,8,2,2,27,14,0,0,2
11112,2011/9/25,3,5,16,18,23,24,3,5,16,18,23,24,15,89,14.83,29,3,3,0,1,1,3,3,0,5,8,1,1,21,11,0,2,1
11111,2011/9/22,1,5,3,20,25,27,1,3,5,20,25,27,4,81,13.5,21,5,1,4,3,0,3,3,0,5,6,0,0,26,15,0,0,3
11110,2011/9/20,33,26,21,28,12,14,12,14,21,26,28,33,12,134,22.33,24,2,4,-2,0,2,4,2,2,6,4,0,0,21,7,1,1,1
11109,2011/9/18,16,33,1,3,15,9,1,3,9,15,16,33,15,77,12.83,27,5,1,4,3,0,1,5,-4,5,9,1,1,32,17,1,1,3
11108,2011/9/15,2,22,26,17,29,33,2,17,22,26,29,33,10,129,21.5,29,3,3,0,1,1,5,1,4,5,8,0,0,31,15,0,3,1
11107,2011/9/13,4,22,16,17,9,29,4,9,16,17,22,29,15,97,16.17,37,3,3,0,0,0,3,3,0,5,5,1,1,25,7,0,0,0
11106,2011/9/11,2,11,12,14,24,32,2,11,12,14,24,32,14,95,15.83,15,1,5,-4,0,3,2,4,-2,3,8,1,1,30,10,0,0,1
11105,2011/9/8,4,6,23,28,27,25,4,6,23,25,27,28,1,113,18.83,33,3,3,0,2,1,4,2,2,6,6,1,1,24,17,0,1,1
11104,2011/9/6,9,10,29,20,16,25,9,10,16,20,25,29,9,109,18.17,29,3,3,0,1,2,3,3,0,4,8,1,1,20,6,0,2,2
11103,2011/9/4,5,15,10,16,4,13,4,5,10,13,15,16,12,63,10.5,23,3,3,0,1,0,0,6,-6,5,5,2,2,12,5,1,2,1
11102,2011/9/1,21,5,31,13,1,27,1,5,13,21,27,31,11,98,16.33,18,6,0,6,5,0,3,3,0,4,7,0,0,30,8,1,1,1
11101,2011/8/30,10,23,29,6,31,19,6,10,19,23,29,31,6,118,19.67,28,4,2,2,3,1,4,2,2,5,8,0,0,25,9,1,2,3
11100,2011/8/28,23,21,7,31,11,32,7,11,21,23,31,32,5,125,20.83,15,5,1,4,4,0,4,2,2,4,9,1,1,25,10,0,1,1
