No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
16116,2016/10/3,19,34,4,6,8,4,6,8,19,34,10,12,71,14.2,31,1,4,-3,0,2,2,3,-1,4,4,0,0,30,15,1,2,0
16117,2016/10/5,14,3,23,16,9,3,9,14,16,23,2,9,65,13,25,3,2,1,1,1,1,4,-3,4,5,0,0,20,7,0,0,2
16118,2016/10/8,24,15,12,29,18,12,15,18,24,29,3,11,98,19.6,28,2,3,-1,0,1,3,2,1,5,4,0,0,17,6,0,0,2
16119,2016/10/10,3,2,9,21,22,2,3,9,21,22,5,10,57,11.4,17,3,2,1,2,0,2,3,-1,4,4,2,2,20,12,0,0,0
16120,2016/10/12,34,20,10,32,3,3,10,20,32,34,4,7,99,19.8,9,1,4,-3,0,3,3,2,1,4,6,0,0,31,12,0,1,3
16121,2016/10/15,8,15,4,5,20,4,5,8,15,20,1,6,52,10.4,22,2,3,-1,0,0,1,4,-3,4,6,1,1,16,7,0,1,1
16122,2016/10/17,12,1,29,3,14,1,3,12,14,29,2,6,59,11.8,19,3,2,1,1,1,1,4,-3,5,4,0,0,28,15,0,0,2
16123,2016/10/19,13,5,4,20,32,4,5,13,20,32,1,10,74,14.8,14,2,3,-1,1,1,2,3,-1,5,6,1,1,28,12,0,0,2
16124,2016/10/22,29,13,4,24,26,4,13,24,26,29,8,11,96,19.2,26,2,3,-1,0,1,3,2,1,4,6,0,0,25,11,1,2,1
16125,2016/10/24,30,28,6,7,8,6,7,8,28,30,1,2,79,15.8,29,1,4,-3,0,2,2,3,-1,4,3,2,1,24,20,0,0,2
16126,2016/10/26,16,11,24,19,13,11,13,16,19,24,6,8,83,16.6,23,3,2,1,1,0,2,3,-1,5,3,0,0,13,5,0,0,0
16127,2016/10/29,15,26,5,24,1,1,5,15,24,26,9,10,71,14.2,21,3,2,1,2,1,2,3,-1,4,6,0,0,25,10,0,1,1
16128,2016/10/31,33,20,30,17,22,17,20,22,30,33,7,8,122,24.4,12,2,3,-1,0,2,4,1,3,4,4,0,0,16,8,0,0,0
16129,2016/11/2,8,30,7,19,35,7,8,19,30,35,8,9,99,19.8,29,3,2,1,0,0,3,2,1,5,5,1,1,28,11,1,1,1
16130,2016/11/5,23,32,34,11,33,11,23,32,33,34,1,12,133,26.6,13,3,2,1,1,0,4,1,3,4,5,2,1,23,12,0,0,1
16131,2016/11/7,25,30,6,28,13,6,13,25,28,30,2,7,102,20.4,22,2,3,-1,1,1,3,2,1,5,6,0,0,24,12,0,0,0
16132,2016/11/9,35,22,18,4,19,4,18,19,22,35,1,2,98,19.6,28,2,3,-1,0,1,4,1,3,5,6,1,1,31,14,0,0,0
16133,2016/11/12,28,1,4,5,23,1,4,5,23,28,5,9,61,12.2,21,3,2,1,1,0,2,3,-1,5,6,1,1,27,18,0,1,2
16134,2016/11/14,31,32,3,34,1,1,3,31,32,34,2,7,101,20.2,11,3,2,1,2,1,3,2,1,4,4,1,1,33,28,1,1,1
16135,2016/11/16,12,35,18,1,10,1,10,12,18,35,1,12,76,15.2,16,2,3,-1,0,2,2,3,-1,5,5,0,0,34,17,1,1,1
16136,2016/11/19,6,19,5,23,7,5,6,7,19,23,4,11,60,12,30,4,1,3,2,0,2,3,-1,5,5,2,1,18,12,0,0,1
16137,2016/11/21,7,34,20,29,23,7,20,23,29,34,2,10,113,22.6,23,3,2,1,1,0,4,1,3,5,6,0,0,27,13,0,2,2
16138,2016/11/23,13,29,35,12,16,12,13,16,29,35,5,11,105,21,25,3,2,1,1,0,2,3,-1,5,6,1,1,23,13,1,1,1
16139,2016/11/26,13,35,30,21,31,13,21,30,31,35,1,8,130,26,10,4,1,3,2,0,4,1,3,4,6,1,1,22,9,1,2,2
16140,2016/11/28,34,29,12,16,23,12,16,23,29,34,4,11,114,22.8,24,2,3,-1,1,1,3,2,1,5,5,0,0,22,7,0,0,3
16141,2016/11/30,28,19,7,6,2,2,6,7,19,28,11,12,62,12.4,32,2,3,-1,1,1,2,3,-1,5,6,1,1,26,12,0,0,1
16142,2016/12/3,23,6,1,26,17,1,6,17,23,26,6,12,73,14.6,23,3,2,1,1,0,2,3,-1,4,6,0,0,25,11,1,1,2
16143,2016/12/5,6,22,31,4,27,4,6,22,27,31,6,7,90,18,20,2,3,-1,1,2,3,2,1,5,6,0,0,27,16,1,1,2
16144,2016/12/7,13,4,22,5,31,4,5,13,22,31,5,10,75,15,15,3,2,1,1,0,2,3,-1,5,3,1,1,27,9,2,3,1
16145,2016/12/10,28,1,11,17,9,1,9,11,17,28,3,8,66,13.2,26,4,1,3,3,0,1,4,-3,4,5,0,0,27,11,0,0,0
16146,2016/12/12,22,25,29,34,21,21,22,25,29,34,1,11,131,26.2,21,3,2,1,1,0,5,0,5,5,5,1,1,13,5,0,0,1
16147,2016/12/14,20,30,7,19,28,7,19,20,28,30,4,12,104,20.8,24,2,3,-1,1,2,4,1,3,4,6,1,1,23,12,0,0,3
16148,2016/12/17,5,23,25,15,14,5,14,15,23,25,6,8,82,16.4,22,4,1,3,2,0,2,3,-1,3,4,1,1,20,9,0,0,0
16149,2016/12/19,2,3,1,12,33,1,2,3,12,33,4,9,51,10.2,11,3,2,1,0,0,1,4,-3,3,5,2,1,32,21,0,0,0
16150,2016/12/21,1,24,18,10,29,1,10,18,24,29,7,10,82,16.4,22,2,3,-1,0,2,3,2,1,5,6,0,0,28,9,1,1,1
16151,2016/12/24,14,11,7,21,4,4,7,11,14,21,5,12,57,11.4,17,3,2,1,1,0,1,4,-3,3,2,0,0,17,7,0,0,1
16152,2016/12/26,8,30,22,17,24,8,17,22,24,30,5,11,101,20.2,21,1,4,-3,0,2,3,2,1,5,6,0,0,22,9,0,0,2
16153,2016/12/28,13,25,18,35,29,13,18,25,29,35,3,11,120,24,30,4,1,3,2,0,4,1,3,4,6,0,0,22,7,0,0,3
16154,2016/12/31,6,29,21,16,17,6,16,17,21,29,4,6,89,17.8,29,3,2,1,2,1,2,3,-1,4,6,1,1,23,10,0,1,1
17001,2017/1/2,9,31,33,20,7,7,9,20,31,33,8,10,100,20,20,4,1,3,2,0,3,2,1,5,2,0,0,26,11,0,0,2
17002,2017/1/4,7,34,14,31,12,7,12,14,31,34,9,11,98,19.6,18,2,3,-1,0,1,2,3,-1,4,6,0,0,27,17,2,2,1
17003,2017/1/7,5,3,22,13,6,3,5,6,13,22,9,12,49,9.8,19,3,2,1,1,0,1,4,-3,4,6,1,1,19,9,0,0,2
17004,2017/1/9,31,8,11,28,5,5,8,11,28,31,6,7,83,16.6,23,3,2,1,0,0,2,3,-1,3,2,0,0,26,17,0,1,1
17005,2017/1/11,35,26,20,5,9,5,9,20,26,35,2,11,95,19,25,3,2,1,1,1,3,2,1,4,5,0,0,30,11,1,1,1
17006,2017/1/14,32,33,6,4,23,4,6,23,32,33,5,6,98,19.6,18,2,3,-1,0,1,3,2,1,4,6,1,1,29,17,0,0,2
17007,2017/1/16,11,17,8,25,27,8,11,17,25,27,2,4,88,17.6,28,4,1,3,3,0,2,3,-1,4,6,0,0,19,8,0,0,0
17008,2017/1/18,25,32,9,4,3,3,4,9,25,32,2,4,73,14.6,23,3,2,1,1,0,2,3,-1,5,6,1,1,29,16,1,1,1
17009,2017/1/21,8,6,12,5,22,5,6,8,12,22,3,4,53,10.6,23,1,4,-3,0,3,1,4,-3,4,6,1,1,17,10,0,0,2
17010,2017/1/23,35,10,13,4,18,4,10,13,18,35,1,2,80,16,20,2,3,-1,0,1,2,3,-1,5,6,0,0,31,17,0,0,2
17011,2017/1/25,29,34,5,15,21,5,15,21,29,34,6,9,104,20.8,24,4,1,3,3,0,3,2,1,4,6,0,0,29,10,0,0,2
17012,2017/2/4,35,26,5,4,24,4,5,24,26,35,7,12,94,18.8,24,2,3,-1,0,1,3,2,1,3,6,1,1,31,19,0,1,2
17013,2017/2/6,30,17,12,5,34,5,12,17,30,34,11,12,98,19.6,18,2,3,-1,0,1,2,3,-1,5,6,0,0,29,13,0,1,2
17014,2017/2/8,4,24,15,8,25,4,8,15,24,25,2,5,76,15.2,26,2,3,-1,0,1,2,3,-1,3,6,1,1,21,9,0,0,1
17015,2017/2/11,1,19,34,27,7,1,7,19,27,34,1,2,88,17.6,28,4,1,3,3,0,3,2,1,4,6,0,0,33,12,0,0,1
17016,2017/2/13,3,30,33,13,28,3,13,28,30,33,9,10,107,21.4,17,3,2,1,1,1,3,2,1,3,6,0,0,30,15,0,0,2
17017,2017/2/15,19,24,29,26,4,4,19,24,26,29,4,6,102,20.4,32,2,3,-1,0,1,4,1,3,3,5,0,0,25,15,0,0,2
17018,2017/2/18,10,17,7,23,6,6,7,10,17,23,1,9,63,12.6,23,3,2,1,1,0,1,4,-3,4,6,1,1,17,7,0,0,1
17019,2017/2/20,2,23,25,14,6,2,6,14,23,25,2,10,70,14,20,2,3,-1,1,2,2,3,-1,5,6,0,0,23,9,0,2,1
17020,2017/2/22,27,24,16,28,21,16,21,24,27,28,4,7,116,23.2,26,2,3,-1,0,0,4,1,3,5,5,1,1,12,5,0,0,1
17021,2017/2/25,20,1,17,26,15,1,15,17,20,26,6,8,79,15.8,19,3,2,1,2,1,2,3,-1,5,6,0,0,25,14,0,0,4
17022,2017/2/27,24,17,3,9,2,2,3,9,17,24,6,12,55,11,25,3,2,1,2,0,1,4,-3,5,4,1,1,22,8,0,1,1
17023,2017/3/1,34,8,12,5,24,5,8,12,24,34,7,10,83,16.6,23,1,4,-3,0,3,2,3,-1,4,6,0,0,29,12,0,1,1
17024,2017/3/4,23,32,21,29,35,21,23,29,32,35,11,12,140,28,20,4,1,3,2,0,5,0,5,5,4,0,0,14,6,0,0,2
17025,2017/3/6,34,10,20,16,19,10,16,19,20,34,4,5,99,19.8,19,1,4,-3,0,2,3,2,1,4,6,1,1,24,14,0,0,2
17026,2017/3/8,25,14,32,10,19,10,14,19,25,32,2,7,100,20,20,2,3,-1,1,1,3,2,1,5,6,0,0,22,7,2,2,1
17027,2017/3/11,25,34,8,33,17,8,17,25,33,34,3,11,117,23.4,27,3,2,1,2,0,3,2,1,5,3,1,1,26,9,0,1,1
17028,2017/3/13,23,22,33,18,6,6,18,22,23,33,9,11,102,20.4,22,2,3,-1,1,2,4,1,3,4,6,1,1,27,12,0,1,2
17029,2017/3/15,17,6,1,29,14,1,6,14,17,29,1,11,67,13.4,27,3,2,1,1,1,1,4,-3,5,6,0,0,28,12,0,1,1
17030,2017/3/18,34,22,21,29,24,21,22,24,29,34,5,6,130,26,20,2,3,-1,0,1,5,0,5,4,5,1,1,13,5,0,1,0
17031,2017/3/20,16,2,32,17,30,2,16,17,30,32,2,9,97,19.4,17,1,4,-3,0,2,2,3,-1,4,4,1,1,30,14,0,0,1
17032,2017/3/22,29,13,2,18,14,2,13,14,18,29,3,9,76,15.2,26,2,3,-1,0,1,2,3,-1,5,4,1,1,27,11,1,1,2
17033,2017/3/25,23,34,15,22,25,15,22,23,25,34,5,11,119,23.8,19,3,2,1,1,0,4,1,3,4,6,1,1,19,9,0,0,1
17034,2017/3/27,29,12,6,26,21,6,12,21,26,29,2,11,94,18.8,24,2,3,-1,0,1,3,2,1,4,6,0,0,23,9,0,0,2
17035,2017/3/29,17,22,33,14,30,14,17,22,30,33,7,12,116,23.2,16,2,3,-1,0,1,3,2,1,5,3,0,0,19,8,0,0,2
17036,2017/4/1,33,1,9,4,18,1,4,9,18,33,2,5,65,13,25,3,2,1,0,0,2,3,-1,5,6,0,0,32,15,1,1,1
17037,2017/4/3,15,32,13,34,16,13,15,16,32,34,6,11,110,22,20,2,3,-1,1,2,2,3,-1,5,4,1,1,21,16,0,0,2
17038,2017/4/5,5,4,27,18,13,4,5,13,18,27,3,9,67,13.4,27,3,2,1,1,0,2,3,-1,5,4,1,1,23,9,0,1,0
17039,2017/4/8,14,17,26,5,6,5,6,14,17,26,3,8,68,13.6,28,2,3,-1,0,1,1,4,-3,4,4,1,1,21,9,0,1,5
17040,2017/4/10,4,6,10,29,23,4,6,10,23,29,9,11,72,14.4,22,2,3,-1,1,2,2,3,-1,5,4,0,0,25,13,1,1,2
17041,2017/4/12,2,25,31,4,6,2,4,6,25,31,5,9,68,13.6,18,2,3,-1,1,2,2,3,-1,5,5,0,0,29,19,0,2,0
17042,2017/4/15,2,34,31,33,17,2,17,31,33,34,1,7,117,23.4,17,3,2,1,2,0,3,2,1,5,6,1,1,32,15,1,2,0
17043,2017/4/17,25,35,22,13,6,6,13,22,25,35,9,12,101,20.2,21,3,2,1,1,0,3,2,1,4,6,0,0,29,10,0,0,1
17044,2017/4/19,25,18,11,17,16,11,16,17,18,25,2,9,87,17.4,27,3,2,1,0,0,2,3,-1,5,4,2,1,14,7,0,1,0
17045,2017/4/22,21,8,35,1,11,1,8,11,21,35,9,12,76,15.2,16,4,1,3,2,0,2,3,-1,3,5,0,0,34,14,0,1,0
17046,2017/4/24,23,4,30,17,20,4,17,20,23,30,2,3,94,18.8,14,2,3,-1,0,0,3,2,1,4,4,0,0,26,13,0,0,1
17047,2017/4/26,33,19,34,15,32,15,19,32,33,34,9,12,133,26.6,23,3,2,1,1,0,4,1,3,5,5,2,1,19,13,0,0,1
17048,2017/4/29,9,7,15,19,13,7,9,13,15,19,3,10,63,12.6,33,5,0,5,4,0,1,4,-3,4,2,0,0,12,4,0,2,0
17049,2017/5/1,9,31,12,22,14,9,12,14,22,31,5,8,88,17.6,18,2,3,-1,0,2,2,3,-1,4,6,0,0,22,9,0,1,2
17050,2017/5/3,14,12,17,20,28,12,14,17,20,28,2,6,91,18.2,21,1,4,-3,0,2,2,3,-1,5,4,0,0,16,8,0,2,0
17051,2017/5/6,29,22,18,17,14,14,17,18,22,29,10,11,100,20,30,2,3,-1,0,1,3,2,1,5,5,1,1,15,7,0,2,2
17052,2017/5/8,24,28,33,19,3,3,19,24,28,33,4,12,107,21.4,27,3,2,1,1,1,4,1,3,4,4,0,0,30,16,0,0,2
17053,2017/5/10,19,26,20,6,22,6,19,20,22,26,1,11,93,18.6,23,1,4,-3,0,2,4,1,3,4,6,1,1,20,13,1,1,1
17054,2017/5/13,16,30,33,32,29,16,29,30,32,33,4,5,140,28,20,2,3,-1,0,1,4,1,3,5,4,2,2,17,13,0,0,0
17055,2017/5/15,22,19,30,20,33,19,20,22,30,33,3,9,124,24.8,14,2,3,-1,0,2,5,0,5,4,4,1,1,14,8,1,2,2
17056,2017/5/17,24,32,1,4,27,1,4,24,27,32,3,10,88,17.6,18,2,3,-1,0,1,3,2,1,4,4,0,0,31,20,0,0,1
17057,2017/5/20,24,19,23,16,12,12,16,19,23,24,2,5,94,18.8,24,2,3,-1,1,1,3,2,1,5,4,1,1,12,4,0,1,1
17058,2017/5/22,20,28,21,14,18,14,18,20,21,28,3,6,101,20.2,21,1,4,-3,0,2,4,1,3,4,5,1,1,14,7,0,0,2
17059,2017/5/24,11,13,17,8,15,8,11,13,15,17,3,10,64,12.8,24,4,1,3,3,0,0,5,-5,5,3,0,0,9,3,0,0,3
17060,2017/5/27,15,20,31,9,26,9,15,20,26,31,5,12,101,20.2,21,3,2,1,1,1,3,2,1,5,2,0,0,22,6,0,1,1
17061,2017/5/29,23,10,25,19,30,10,19,23,25,30,2,4,107,21.4,17,3,2,1,2,0,4,1,3,4,6,0,0,20,9,0,0,4
17062,2017/5/31,6,8,1,28,4,1,4,6,8,28,8,12,47,9.4,27,1,4,-3,0,3,1,4,-3,4,5,0,0,27,20,0,0,0
17063,2017/6/3,29,21,18,22,24,18,21,22,24,29,5,11,114,22.8,24,2,3,-1,0,1,5,0,5,5,5,1,1,11,5,0,0,1
17064,2017/6/5,8,27,30,20,1,1,8,20,27,30,3,4,86,17.2,16,2,3,-1,0,1,3,2,1,4,4,0,0,29,12,0,0,2
17065,2017/6/7,11,28,12,5,19,5,11,12,19,28,5,12,75,15,25,3,2,1,1,0,2,3,-1,5,5,1,1,23,9,0,0,2
17066,2017/6/10,26,15,30,23,11,11,15,23,26,30,2,11,105,21,15,3,2,1,2,1,3,2,1,5,4,0,0,19,8,0,1,1
17067,2017/6/12,17,18,32,10,35,10,17,18,32,35,10,11,112,22.4,22,2,3,-1,0,1,3,2,1,5,6,1,1,25,14,0,0,1
17068,2017/6/14,19,7,24,27,8,7,8,19,24,27,6,7,85,17,35,3,2,1,0,0,3,2,1,4,6,1,1,20,11,0,0,1
17069,2017/6/17,16,32,20,23,10,10,16,20,23,32,8,11,101,20.2,11,1,4,-3,0,2,3,2,1,4,6,0,0,22,9,0,0,2
17070,2017/6/19,26,6,16,18,30,6,16,18,26,30,2,3,96,19.2,26,0,5,-5,0,4,3,2,1,3,4,0,0,24,10,1,1,0
17071,2017/6/21,33,1,14,4,11,1,4,11,14,33,5,7,63,12.6,13,3,2,1,0,0,1,4,-3,3,4,0,0,32,19,0,0,0
17072,2017/6/24,32,1,3,29,34,1,3,29,32,34,2,5,99,19.8,19,3,2,1,2,1,3,2,1,5,4,0,0,33,26,1,1,3
17073,2017/6/26,31,18,7,33,28,7,18,28,31,33,1,2,117,23.4,27,3,2,1,1,1,4,1,3,4,6,0,0,26,11,0,0,3
17074,2017/6/28,17,11,10,8,13,8,10,11,13,17,8,11,59,11.8,19,3,2,1,2,1,0,5,-5,5,4,1,1,9,4,0,0,2
17075,2017/7/1,35,16,11,18,5,5,11,16,18,35,1,6,85,17,25,3,2,1,1,1,2,3,-1,4,6,0,0,30,17,0,1,3
17076,2017/7/3,25,35,2,30,7,2,7,25,30,35,7,12,99,19.8,19,3,2,1,1,0,3,2,1,4,2,0,0,33,18,1,1,0
17077,2017/7/5,3,4,25,31,1,1,3,4,25,31,6,9,64,12.8,14,4,1,3,2,0,2,3,-1,4,6,1,1,30,21,0,1,3
17078,2017/7/8,5,34,27,31,4,4,5,27,31,34,3,6,101,20.2,21,3,2,1,2,0,3,2,1,4,6,1,1,30,22,0,2,2
17079,2017/7/10,17,19,1,33,32,1,17,19,32,33,2,11,102,20.4,22,4,1,3,2,0,3,2,1,5,5,1,1,32,16,0,0,2
17080,2017/7/12,30,8,21,10,31,8,10,21,30,31,2,5,100,20,10,2,3,-1,0,1,3,2,1,3,6,1,1,23,11,0,0,1
17081,2017/7/15,34,2,12,15,20,2,12,15,20,34,1,6,83,16.6,13,1,4,-3,0,2,2,3,-1,4,6,0,0,32,14,0,0,1
17082,2017/7/17,21,5,25,13,20,5,13,20,21,25,8,9,84,16.8,14,4,1,3,2,0,3,2,1,4,5,1,1,20,8,0,1,2
17083,2017/7/19,22,2,5,14,34,2,5,14,22,34,3,9,77,15.4,17,1,4,-3,0,2,2,3,-1,3,4,0,0,32,12,0,1,2
17084,2017/7/22,6,21,11,14,31,6,11,14,21,31,9,12,83,16.6,13,3,2,1,1,0,2,3,-1,3,5,0,0,25,10,1,1,2
17085,2017/7/24,30,13,9,25,14,9,13,14,25,30,2,5,91,18.2,21,3,2,1,1,0,2,3,-1,5,4,1,1,21,11,1,1,2
17086,2017/7/26,31,18,22,12,15,12,15,18,22,31,1,8,98,19.6,18,2,3,-1,0,1,3,2,1,4,5,0,0,19,9,0,0,3
17087,2017/7/29,29,14,35,21,3,3,14,21,29,35,2,6,102,20.4,22,4,1,3,2,0,3,2,1,5,6,0,0,32,11,0,0,2
17088,2017/7/31,34,35,5,28,31,5,28,31,34,35,8,9,133,26.6,23,3,2,1,0,0,4,1,3,4,5,1,1,30,23,1,1,2
17089,2017/8/2,6,3,18,15,5,3,5,6,15,18,3,10,47,9.4,27,3,2,1,1,0,1,4,-3,4,4,1,1,15,9,0,1,1
17090,2017/8/5,6,3,35,15,22,3,6,15,22,35,9,11,81,16.2,21,3,2,1,0,0,2,3,-1,4,6,0,0,32,13,1,3,1
17091,2017/8/7,5,1,19,7,16,1,5,7,16,19,3,12,48,9.6,28,4,1,3,2,0,1,4,-3,5,6,0,0,18,9,0,0,3
17092,2017/8/9,3,34,7,9,17,3,7,9,17,34,4,5,70,14,30,4,1,3,3,0,1,4,-3,4,6,0,0,31,17,0,1,1
17093,2017/8/12,29,5,21,17,6,5,6,17,21,29,2,4,78,15.6,28,4,1,3,2,0,2,3,-1,5,5,1,1,24,11,0,1,1
17094,2017/8/14,8,33,3,29,5,3,5,8,29,33,4,8,78,15.6,28,4,1,3,2,0,2,3,-1,4,6,0,0,30,21,0,2,1
17095,2017/8/16,32,15,33,34,35,15,32,33,34,35,3,12,149,29.8,19,3,2,1,0,0,4,1,3,4,3,3,1,20,17,0,1,2
17096,2017/8/19,7,28,9,3,17,3,7,9,17,28,4,12,64,12.8,34,4,1,3,3,0,1,4,-3,4,6,0,0,25,11,0,0,0
17097,2017/8/21,19,22,7,34,14,7,14,19,22,34,7,12,96,19.2,26,2,3,-1,0,1,3,2,1,4,4,0,0,27,12,0,1,0
17098,2017/8/23,35,6,17,9,30,6,9,17,30,35,10,11,97,19.4,27,3,2,1,1,0,2,3,-1,5,6,0,0,29,13,0,0,2
17099,2017/8/26,24,9,18,8,17,8,9,17,18,24,3,7,76,15.2,36,2,3,-1,1,1,2,3,-1,4,4,2,2,16,8,2,2,2
17100,2017/8/28,18,5,19,31,2,2,5,18,19,31,1,9,75,15,25,3,2,1,1,0,3,2,1,5,5,1,1,29,13,0,1,2
17101,2017/8/30,21,25,15,5,29,5,15,21,25,29,5,8,95,19,25,5,0,5,4,0,3,2,1,3,4,0,0,24,10,0,1,0
17102,2017/9/2,24,1,23,29,12,1,12,23,24,29,8,12,89,17.8,19,3,2,1,0,0,3,2,1,5,5,1,1,28,11,1,1,1
17103,2017/9/4,24,29,4,19,20,4,19,20,24,29,3,4,96,19.2,26,2,3,-1,0,1,4,1,3,3,5,1,1,25,15,2,2,1
17104,2017/9/6,27,11,22,30,9,9,11,22,27,30,9,11,99,19.8,19,3,2,1,1,0,3,2,1,5,6,0,0,21,11,0,0,1
17105,2017/9/9,4,32,22,24,15,4,15,22,24,32,2,9,97,19.4,17,1,4,-3,0,2,3,2,1,3,6,0,0,28,11,1,1,0
17106,2017/9/11,9,12,29,23,18,9,12,18,23,29,2,4,91,18.2,31,3,2,1,1,1,3,2,1,4,4,0,0,20,6,0,0,1
17107,2017/9/13,10,4,25,27,19,4,10,19,25,27,6,12,85,17,25,3,2,1,2,1,3,2,1,5,4,0,0,23,9,0,0,2
17108,2017/9/16,21,22,1,4,15,1,4,15,21,22,4,9,63,12.6,13,3,2,1,1,0,2,3,-1,4,6,1,1,21,11,0,1,0
17109,2017/9/18,34,19,26,6,9,6,9,19,26,34,5,7,94,18.8,34,2,3,-1,1,1,3,2,1,3,6,0,0,28,10,0,0,0
17110,2017/9/20,20,10,14,21,35,10,14,20,21,35,2,5,100,20,10,2,3,-1,1,2,3,2,1,4,6,1,1,25,14,0,0,3
17111,2017/9/23,2,34,26,17,14,2,14,17,26,34,8,12,93,18.6,23,1,4,-3,0,2,2,3,-1,4,5,0,0,32,12,1,1,1
17112,2017/9/25,6,5,31,32,20,5,6,20,31,32,6,12,94,18.8,14,2,3,-1,0,1,3,2,1,5,4,2,2,27,14,0,0,0
17113,2017/9/27,18,23,5,8,17,5,8,17,18,23,4,12,71,14.2,31,3,2,1,0,0,2,3,-1,4,6,1,1,18,9,1,1,1
17114,2017/9/30,6,18,12,7,23,6,7,12,18,23,1,12,66,13.2,26,2,3,-1,0,1,2,3,-1,5,3,1,1,17,6,2,2,3
17115,2017/10/2,19,14,31,25,20,14,19,20,25,31,6,8,109,21.8,19,3,2,1,1,0,4,1,3,5,2,1,1,17,6,0,0,1
17116,2017/10/4,2,32,30,27,33,2,27,30,32,33,1,3,124,24.8,14,2,3,-1,0,1,4,1,3,4,5,1,1,31,25,0,0,2
17117,2017/10/7,5,9,32,24,7,5,7,9,24,32,8,10,77,15.4,27,3,2,1,2,1,2,3,-1,5,5,0,0,27,15,0,1,1
17118,2017/10/9,33,16,7,20,2,2,7,16,20,33,3,11,78,15.6,18,2,3,-1,0,1,2,3,-1,5,5,0,0,31,13,1,1,1
17119,2017/10/11,35,29,13,5,7,5,7,13,29,35,3,8,89,17.8,29,5,0,5,4,0,2,3,-1,4,4,0,0,30,16,1,1,0
17120,2017/10/14,27,26,8,24,15,8,15,24,26,27,5,6,100,20,30,2,3,-1,0,1,3,2,1,5,6,1,1,19,9,0,0,1
17121,2017/10/16,1,6,12,26,31,1,6,12,26,31,1,7,76,15.2,16,2,3,-1,0,2,2,3,-1,3,4,0,0,30,14,1,1,1
17122,2017/10/18,12,3,29,34,18,3,12,18,29,34,3,11,96,19.2,26,2,3,-1,0,1,3,2,1,5,6,0,0,31,11,0,1,0
17123,2017/10/21,23,26,3,32,15,3,15,23,26,32,1,12,99,19.8,19,3,2,1,2,1,3,2,1,4,6,0,0,29,12,1,1,0
17124,2017/10/23,30,29,35,3,32,3,29,30,32,35,3,8,129,25.8,19,3,2,1,1,1,4,1,3,5,5,1,1,32,26,1,2,0
17125,2017/10/25,28,18,26,7,11,7,11,18,26,28,4,5,90,18,30,2,3,-1,1,2,3,2,1,4,6,0,0,21,8,0,0,1
17126,2017/10/28,3,13,33,4,24,3,4,13,24,33,1,11,77,15.4,17,3,2,1,0,0,2,3,-1,2,4,1,1,30,11,0,0,0
17127,2017/10/30,22,18,21,2,15,2,15,18,21,22,3,10,78,15.6,18,2,3,-1,0,0,3,2,1,4,5,1,1,20,13,0,0,1
17128,2017/11/1,18,13,33,9,11,9,11,13,18,33,2,3,84,16.8,24,4,1,3,2,0,2,3,-1,4,5,0,0,24,15,0,1,0
17129,2017/11/4,20,33,32,17,5,5,17,20,32,33,4,9,107,21.4,17,3,2,1,1,1,3,2,1,5,4,1,1,28,12,1,1,2
17130,2017/11/6,34,18,28,33,5,5,18,28,33,34,3,4,118,23.6,28,2,3,-1,0,1,4,1,3,4,6,1,1,29,13,1,2,3
17131,2017/11/8,34,5,8,19,3,3,5,8,19,34,1,12,69,13.8,29,3,2,1,1,0,2,3,-1,5,6,0,0,31,15,1,2,2
17132,2017/11/11,23,27,17,26,11,11,17,23,26,27,1,10,104,20.8,24,4,1,3,2,0,3,2,1,4,5,1,1,16,6,0,0,0
17133,2017/11/13,15,33,17,19,32,15,17,19,32,33,1,3,116,23.2,26,4,1,3,2,0,3,2,1,5,5,1,1,18,13,1,1,0
17134,2017/11/15,32,34,18,19,7,7,18,19,32,34,2,10,110,22,30,2,3,-1,0,1,4,1,3,5,6,1,1,27,13,2,2,3
17135,2017/11/18,12,1,19,15,22,1,12,15,19,22,2,4,69,13.8,19,3,2,1,1,0,2,3,-1,4,4,0,0,21,11,0,1,1
17136,2017/11/20,22,11,1,20,21,1,11,20,21,22,3,4,75,15,5,3,2,1,1,0,3,2,1,3,4,2,1,21,10,2,2,3
17137,2017/11/22,28,1,20,29,22,1,20,22,28,29,5,7,100,20,20,2,3,-1,0,2,4,1,3,5,6,1,1,28,19,1,3,2
17138,2017/11/25,20,25,7,4,9,4,7,9,20,25,2,11,65,13,25,3,2,1,1,0,2,3,-1,5,4,0,0,21,11,0,1,0
17139,2017/11/27,6,25,19,32,2,2,6,19,25,32,9,12,84,16.8,24,2,3,-1,1,1,3,2,1,4,5,0,0,30,13,0,1,2
17140,2017/11/29,16,10,29,26,25,10,16,25,26,29,1,5,106,21.2,26,2,3,-1,0,1,3,2,1,4,6,1,1,19,9,0,1,1
17141,2017/12/2,8,21,29,2,22,2,8,21,22,29,3,5,82,16.4,22,2,3,-1,0,1,3,2,1,4,6,1,1,27,13,1,1,0
